CODVIA,DESVIA,CIRCOS,MUNICIPIO,PARITA,COLCIV,INIZIO,FINE
55740,VIA SALUZZO,23,8,P,R,2,12
33400,PIAZZA LEONARDO DA VINCI,23,8,D,N,1,11
45540,VICO DEL PAPA,12,1,P,R,2,16
25100,VIA EMANUELE FERRO,4,6,P,N,2,2
1960,VICO DI SANT'ANTONIO,12,1,P,R,6,44
45680,VIA LORENZO PARETO,15,8,P,N,2,8
30140,ARCHIVOLTO DI SAN GIOVANNI IL VECCHIO,12,1,D,N,7,9
52060,VICO CHIUSO RAGGI,12,1,D,R,1,9
13080,VIA CARROZZINO,16,3,D,R,1,23
22000,PIAZZA DE MARINI,12,1,D,R,7,17
43500,PASSO OLIVETTE,17,3,D,R,1,13
58260,VIA GIAN PIETRO SERY,4,6,D,N,1,15
6820,VIA BOLZANETO,6,5,D,R,1,113
39020,PASSO MOGLIA,25,9,D,R,1,1
27660,CORSO GALLIERA,17,3,P,N,14,22
42920,VIA NOSTRA SIGNORA DELLA NEVE,6,5,P,R,2,60
40420,VIA DI MONTEMORO,11,1,D,R,15,15
8560,VIA SUPERIORE BUDULLI,7,5,P,N,2,8
31730,VIA ILICE,15,8,D,N,1,15
55240,VIA PIETRO PAOLO RUBENS,1,7,D,N,1,45
40800,VIA MONTE SLEME,4,6,P,N,4,20
80,SALITA ACCINELLI,13,1,P,R,28,32
22225,VIA GAETANO DE SANCTIS,2,7,D,N,31,61
23290,VIA LUIGI BARTOLOMEO DURANTE,2,7,P,N,68,80
50040,VIA AL PONTE POLCEVERA,5,5,P,R,4A,30
26460,VIA UGO FOSCOLO,14,1,D,R,5,9
9460,VIA CADERIVA,18,4,D,R,1,57
61260,VICO TESTADORO,12,1,D,R,1,19
19460,SALITA ALLA COSTA DEI RATTI,17,3,D,N,1,31
16620,SCALINATA ALLA CHIESA DI SANT'ILARIO,25,9,D,N,1,7
43360,VIA DOMENICO OLIVA,4,6,D,R,7,87
55340,VIA EUGENIO RUSPOLI,15,8,D,R,1,81
60580,VIA LUCA TARIGO,3,7,P,R,4,14
69555,LARGO EDILIO PESCE,25,9,P,N,0X,0X
39900,VIA CARLO MONTANARI,11,1,D,N,1,7
12740,VICO CARMAGNOLA,12,1,D,N,7,9
6310,VIA GEORGES BIZET,5,5,D,N,11,49
53260,VIA RIO FULLE,7,5,P,N,2,4
40180,VICO AL MONTE DI PIETA,12,1,P,R,2,36
24200,VIA DEL FALCONE,16,3,P,N,4,4
1160,VIA AMALFI,23,8,P,R,2,16
69517,PIAZZALE ERNESTO BELMONDO,4,6,P,N,0X,0X
40320,CORSO MONTE GRAPPA,14,1,P,N,40,40
37360,SALITA DI MASCHERONA,12,1,P,R,2,18
42000,PIAZZA DEI NATTINO,4,6,D,R,1,11
48620,VIA PIERO PINETTI,17,3,P,N,2,92
61880,DISCESA AL TORRENTE VERDE,7,5,D,N,1,7
50920,VIA POZZONI,6,5,P,N,2,4
19320,SALITA INFERIORE SAN COSIMO DI STRUPPA,20,4,D,N,1,3
60040,VIA SANTO STEFANO,14,1,P,N,2,32
34340,VIA SAN LUCA,12,1,D,N,1,15
29920,VIA GIOTTO,4,6,P,N,2,20
7880,VIA DEL BRASILE,6,5,P,R,2,50
49040,PIAZZA BERNARDO POCH,4,6,P,R,2,16
1220,VIA GIOVANNI AMARENA,17,3,P,N,4,14A
24840,VIA GIUSEPPE FERRARI,13,1,D,R,1,11
10820,VIA CAMPOPIANO,18,4,D,N,1,11
15360,VIA CERUSA,1,7,P,N,2,72
20220,VIA DI CRETO,20,4,D,N,1,129
7200,VIA BORGO DI PINO,19,4,D,N,1,13
52540,VIA RAZZARA,3,7,D,N,11,23
31300,SALITA BALILLA GRILLOTTI,5,5,P,N,2,4
16700,SALITA ALLA CHIESA DI STAGLIENO,18,4,D,N,1,23
63400,VIA LUIGI ARNALDO VASSALLO,23,8,D,N,1,15
58860,VIA FRANCESCO SIVORI,13,1,P,R,2,34
58440,VIA SIENA,23,8,P,N,2,22
52100,PIAZZA DELLA RAIBETTA,12,1,D,R,3,15
2440,VIA DELL'ARENA,21,9,D,N,1,15
64800,VIA MATTEO VINZONI,9,2,P,N,2,6
20820,VIA CURRO',9,2,D,R,1,27
10480,VIA DEL CAMPASSO,9,2,P,N,2,16
51520,VIA GIACOMO PROFUMO,1,7,P,R,2,14
3220,VIA AYROLI,16,3,D,N,23,39
41450,VIA FRANCESCO SAVERIO MOSSO,22,8,D,N,3,31
26860,VIA DEI FRANZONE,23,8,D,N,1,3
23920,VICO ERMINIO,4,6,D,R,1,53
38155,VIA RUBALDO MERELLO,19,4,D,N,3,13
42060,VIA AMBROGIO NEGRONE,4,6,P,N,6,24
35720,VIA ANTONIO MANNO,4,6,P,N,2,16
38200,LARGO AUGUSTO MERLO,17,3,D,R,201,297
51820,VIA AI QUATTRO CANTI DI SAN FRANCESCO,12,1,P,N,2,2
7420,VIA BARTOLOMEO BOSCO,14,1,D,N,1,57
34660,PIAZZA DEI LUXORO,12,1,P,N,8,10
8600,VIA GASPARE BUFFA,1,7,P,N,2,48
60600,VIA AI TARTARI,1,7,D,N,1,15
22300,CORSO ALESSANDRO DE STEFANIS,17,3,P,R,2,138
1220,VIA GIOVANNI AMARENA,16,3,P,R,16,86
22360,VIA GIUSEPPE DEZZA,21,9,D,N,15,49
58440,VIA SIENA,23,8,D,R,1,27
65460,PASSO DELLO ZERBINO,13,1,P,N,2,2
39000,VIA MOGGE,21,9,P,N,2,24
12040,SALITA DELLA CAPRA,11,1,D,N,1,5
5380,VIALE BERNABO' BREA,22,8,D,N,1,71
34230,VIA CARLO LORENZINI,3,7,P,N,10,62
42020,VIA SAN NAZARO,23,8,P,N,4,46
34720,VIA MAURO MACCHI,19,4,D,N,3,29
44300,VIA OSPEDALE SAN RAFFAELE,8,6,P,R,8,8
36660,MURA DELLA MARINA,12,1,P,R,2,14
51740,VIALE QUARTARA,24,9,P,R,8,42
7180,VIA BORGO DEGLI INCROCIATI,16,3,D,N,3,25
44060,VIA ANTONIO OROBONI,21,9,D,N,1,13A
31400,PIAZZA ARMANDO GROSSO,21,9,P,N,6,22
55520,VIALE DELLE SACRAMENTINE,23,8,P,N,2,2
11020,VIA GIUSEPPE MICHELE CANALE,22,8,P,N,2,8
59010,VIA SILVIO SOLIMANO,20,4,P,N,4,30
23880,PONTE ERITREA,9,2,P,N,0X,0X
15880,VIA CHIAPPETO,22,8,P,N,2,32
63085,VIA VAL D'AVETO,19,4,D,N,25,29
69508,STRADA VICINALE CUNEO,20,4,P,N,0X,0X
44100,SALITA DELL'ORSO,17,3,P,N,2A,28
44220,VICO AGLI ORTI DI BANCHI,12,1,P,N,2,2
25380,VICO DI SAN FILIPPO,12,1,D,N,1,5
18320,VIA LUIGI COMOLI,6,5,P,N,2,2
40320,CORSO MONTE GRAPPA,16,3,P,R,2,138
56620,VICO SECONDO SAULI,12,1,P,N,6,6
49360,VIA POLA,3,7,D,N,5,21
26840,VIA PIERO FRANGIONI,24,9,D,N,1,21
8260,VIA BRIGNOLE DE FERRARI,12,1,D,N,3,11
33400,PIAZZA LEONARDO DA VINCI,23,8,P,N,2,10
7460,VIA BOSCO DI MOLASSANA,19,4,P,R,2,2A
47300,VICO PESSAGNO,4,6,D,R,1,7
64420,VIA VIGO,21,9,D,N,5,21
43540,VIA ANGELO OLIVIERI,21,9,D,N,1,105
10180,VIA LUCA CAMBIASO,16,3,D,R,1C,21
46060,VIA PASSESE,7,5,D,N,1,5
8680,VIA BRUNO BUOZZI,10,2,P,N,16,30
55200,VIA RAFFAELE RUBATTINO,12,1,P,R,2,14A
63360,VIA VASCO DE GAMA,9,2,P,R,2,2
40500,VIA MONTE NERO,18,4,D,R,1C,87
4480,PASSO BASCIONE,18,4,D,N,1,1
13360,VIA DI CASANOVA,6,5,D,N,1,41
2180,VIA ARAONE DA STRUPPA,20,4,P,N,10,14
5060,VIA SAN BENEDETTO,10,2,P,R,36,66
61980,VIA TORTONA,18,4,P,R,2,146
52420,VIA EUGENIA RAVASCO,12,1,P,N,2,6
48060,VIA PICCARDO,1,7,D,N,1,13
20080,VIA CRAVASCO,2,7,P,N,2,84B
1800,VIA GIOVANNI ANSALDO,8,6,P,R,10,16
23990,LARGO SAN JOSE' MARIA ESCRIVA',23,8,P,N,0X,0X
31280,PIAZZA GRILLO CATTANEO,12,1,P,R,2,2
28980,VIA SAN GEROLAMO DI QUARTO,24,9,D,R,1,11
12340,VIA CLAUDIO CARCASSI,14,1,P,R,2,18
35000,SALITA MADONNETTA DI STRUPPA,20,4,P,R,2,22
12740,VICO CARMAGNOLA,12,1,P,R,2,8
44840,VIA PALEOCAPA,11,1,P,N,8A,48
33880,PIAZZETTA SANTA LIMBANIA,1,7,D,N,1,11
43420,SALITA OLIVARO,4,6,D,N,1,9
4160,VICO BARNABITI,13,1,P,N,2,24
44910,VIA FILIPPO PALIZZI,24,9,P,N,2,82
23140,VIA LUIGI DOTTESIO,9,2,P,R,2,66
19420,VIA NICOLO' COSTA,18,4,D,R,1,51
18740,SALITA DANTE CONTE,9,2,P,N,2,12
14000,VIA SUPERIORE DELLE CASTAGNE,23,8,D,N,3,13
11500,VIA ANTONIO CANOBBIO,4,6,D,R,1,33
34060,SALITA LOGGIA,20,4,D,N,1,57
40,VIA DELLE ACACIE,19,4,P,N,2,14
5100,VIA BENEDETTO DA CESINO,7,5,D,R,3,39
49000,VICO PIUMA,12,1,D,R,15,17
38280,PIAZZA DI METELINO,12,1,P,N,2,2
17460,VIALE DEI CIPRESSI,20,4,P,N,2,12
17480,VIA DEL CIPRESSO,11,1,P,N,2,4
13720,VIA DEL CASONE,7,5,P,R,2,32
31400,PIAZZA ARMANDO GROSSO,21,9,P,R,2,28
24220,SALITA DI FAMAGOSTA,12,1,D,N,1,13
16940,VIA ENRICO CIALDINI,1,7,D,R,1,43
14820,VIALE ENRICO CAVIGLIA,15,8,P,N,0X,0X
11360,VIA CANNE',25,9,D,N,1,5
26060,VIA FONTANILE,17,3,D,N,1,15
500,PIAZZA DI SANT'AGNESE,12,1,P,R,2,8
61120,VIA TERPI,19,4,P,N,2,62
860,VICO ALBERTINA,4,6,D,N,1,1
12220,VIA CARACCIOLO,3,7,P,R,2,14
52840,VIA COSTANTINO RETA,6,5,D,N,1B,27
57380,VIA SINIBALDO SCORZA,13,1,D,N,1,15
59640,VICO SPOTORNO,12,1,P,R,4,4
46185,VIA GIULIO PASTORE,1,7,D,N,3,45
56540,VICO SATURNO,12,1,D,R,3,13
50480,VIA DI PORTA SOPRANA,14,1,P,R,6,10
20380,VIA PIETRO CRISTOFOLI,9,2,P,N,2,8
3860,PIAZZA FRANCESCO BARACCA,4,6,P,R,2,34
47800,VIA AI PIANI DI SANT'EUSEBIO,19,4,D,N,7,39A
54320,VIA FELICE ROMANI,14,1,P,N,2,20
21580,PIAZZA TOMASO DE CRISTOFORIS,2,7,D,R,1,7B
16860,VIA DAVID CHIOSSONE,12,1,D,R,1,47
480,VICO DELL'AGNELLO,12,1,P,R,2,10
58000,VIA SERRA MAGGIORE,20,4,P,N,0X,0X
26320,VIA AL FORTE DI BEGATO,10,2,D,N,3,3E
26440,VICO SAN FORTUNATO,10,2,D,R,1,1
25310,PASSO SANTA CATERINA FIESCHI ADORNO,14,1,P,N,4A,8
69596,PASSEGGIATA SPIAGGIA DI PRA',2,7,P,N,0X,0X
26200,VICO DEL FORNARO,12,1,P,N,2,4
29280,VIA PAOLO GIACOMETTI,16,3,P,R,2,74
14980,VIA DELLA CELLA,9,2,P,N,2,20
4340,VIA SAN BARTOLOMEO DEGLI ARMENI,13,1,D,N,5,29
50780,VICO ALLA POSTA VECCHIA,12,1,D,R,1,15
28700,VICO CHIUSO GELSA,12,1,P,R,8,8
17660,SALITA DELLA CITTADINA,5,5,P,N,2,12
42100,VIA NEGROPONTE,4,6,D,N,3,117
43800,VIA DELL'ORATORIO,17,3,P,N,0X,0X
33160,VIA LAVIOSA,3,7,P,R,14,116
41780,VICO SOTTO LE MURETTE,12,1,P,R,20,20
38400,PIAZZA DEI MICONE,4,6,P,N,2,6
28660,VIA FELICE GAZZOLO,25,9,P,R,2,34
2880,VIA ALL'ASILO DAVIDE E DELFINA GARBARINO,10,2,P,N,2,24
42580,SALITA DELLA NOCE,22,8,D,N,7,7
33680,VIA LIBERTI,5,5,D,N,1,27
39140,VIA MOLINASSI,6,5,D,N,3,19
99980,******** INDIRIZZO FUORI COMUNE,2,7,P,N,0,0
18480,VICO CONDINO,3,7,D,N,1,7
4600,VIA GUGLIELMO BATT,23,8,D,N,11,79
18420,VIA DELLA CONCEZIONE,12,1,D,N,1,1
34260,VIA SAN LORENZO,12,1,D,N,3,23
48700,VIALE A PINO SOTTANO,19,4,D,N,5,47
20500,VIA CROCE DI FERRO,25,9,D,N,3,5
21240,VIA STEFANO DAPINO,24,9,D,N,3,3
35420,VIA MARIO MALFETTANI,9,2,D,N,1,3
59460,VIA TITO SPERI,23,8,D,R,1,3
59430,VIA JAMES RICHARDSON SPENSLEY,17,3,P,N,0X,0X
6740,VIA ARRIGO BOITO,3,7,P,N,16,36
37250,VIA MARTIRI DI CEFALONIA,23,8,D,R,1,9
30620,VIA PIERO GOBETTI,23,8,D,N,1,7
29360,SALITA SAN GIACOMO DI MOLASSANA,19,4,P,N,2,30D
32180,CORSO ITALIA,15,8,P,N,2,2
49260,SALITA POGGIO DI APPARIZIONE,21,9,D,N,1,75
47540,VIA PIAN DEI BIANCHI,6,5,D,N,1B,9
31060,CALATA DELLE GRAZIE,12,1,P,N,0X,0X
11650,VIA GIACOMO ANTONIO CANZIO,6,5,P,N,2,6
61580,CORSO TORINO,15,8,P,N,2,60
12000,PIAZZA DEI CAPPUCCINI,13,1,P,N,2,2
5580,SCALETTA BERSAGLIO,5,5,P,R,2,22
28760,VIA GEMINIANO,6,5,D,R,1,61
34320,PIAZZA SAN LUCA,12,1,D,N,1,1
32840,VIA LA SPEZIA,9,2,D,R,1,85
9200,SALITA CA'DEI BAZZURRI,20,4,D,N,1,9
48140,VIA SAN PIER D'ARENA,9,2,D,R,1,371
59010,VIA SILVIO SOLIMANO,19,4,P,N,50,60
46240,VIA PASUBIO,6,5,P,N,2,8
64920,VIA SAN VITO,23,8,P,N,2,2
28060,VIA AL GARBO,5,5,P,R,2,38
54480,VIA RONCONE,24,9,P,R,22,22
23360,PIAZZA DURAZZO PALLAVICINI,5,5,P,N,6,6A
34000,VIA LOANO,3,7,P,N,4,18
3520,ARCHIVOLTO BALIANO,12,1,P,N,2,2
5260,VIA PAOLO EMILIO BENSA,12,1,P,R,18,42
51020,VIA ANDREA PRASIO,9,2,D,N,1,1
54265,VIA ROMAGNA,10,2,D,N,1,51
11640,VIA ANTONIO CANTORE,9,2,P,N,8C,62
16820,VIA DOMENICO CHIODO,13,1,P,N,2,92
11760,VIA AL CAPO DI SANTA CHIARA,24,9,P,N,2,24B
24650,VIA GIUSEPPE FEDELINI,2,7,P,N,32,38
50280,VIA ENRICO PORRO,9,2,D,N,1,11
62980,VICO USODIMARE,12,1,P,N,2,2
69541,VIA TRENTA GIUGNO 1960,6,5,P,N,0X,0X
42760,VICO NOLI,12,1,P,N,6,8
27760,VIA LUIGI GALVANI,4,6,P,N,2,44
45800,PONTE ADOLFO PARODI,10,2,D,N,1,3
29840,PONTE SAN GIORGIO,9,2,P,N,0X,0X
64420,VIA VIGO,21,9,D,R,1C,9
15260,PIAZZA DELLA CERNAIA,12,1,P,N,2,4
58660,VIA MONACO SIMONE,21,9,P,R,2,64
52240,PIAZZA MARIO RAPISARDI,3,7,D,R,3,67
28380,VICO GATTILUSIO,12,1,D,N,1,1
54260,VIA ROMA,12,1,P,N,2,2
29160,PIAZZA ANTONIO GHIGLIONE,9,2,P,R,2,24
2560,VIA ARGONNE,23,8,P,N,2A,12
2460,VIALE AREZZO,23,8,P,R,2,6
63760,VIA VENTI SETTEMBRE,14,1,P,R,2,278
2740,VIA ALL'ARSENALE DI TERRA,12,1,D,R,1,7
39120,VIA MOLINARI,19,4,P,N,2,18
31420,VIA ERNESTO GUALA,1,7,P,R,2,20
53180,VIALE GIOVANNI BATTISTA RINESI,20,4,P,N,2,6
28760,VIA GEMINIANO,6,5,D,N,1A,33
7900,VIA LODOVICO BREA,6,5,D,R,1,17
28760,VIA GEMINIANO,6,5,P,R,8,140
23160,VIA DRAGO,25,9,P,R,4,4
48920,PIAZZA ANTONIO PITTALUGA,25,9,D,R,1,13
15960,VIA BEATA CHIARA,7,5,D,R,1,51
25140,VIALE FRANCESCO FERRUCCIO,15,8,P,N,2,6
17400,VIA DEI CINQUE SANTI,11,1,P,N,14,86
27280,VIA FUNDEGA,20,4,P,N,2,30
32337,PIAZZALE MARTIN LUTHER KING,15,8,P,N,0X,0X
34430,VIA SUPERIORE LUCCHI,25,9,D,N,3,3
1780,VICO ANSALDO,16,3,P,N,2,16
26140,VICO CHIUSO DELLE FORMICHE,12,1,D,R,5,17
3860,PIAZZA FRANCESCO BARACCA,4,6,D,R,1,31
50580,VICO INFERIORE DEL PORTELLO,12,1,D,R,1,3
14740,VIA FELICE CAVALLOTTI,23,8,D,N,1,25
25480,VIA FINOCCHIARA,17,3,P,N,2,52
29140,VIA LORENZO GHIGLINI,25,9,D,R,1C,7
52960,VIA BETTINO RICASOLI,3,7,P,R,2B,6
7720,VIA GIOVANNI BOVIO,23,8,D,R,3,7
36460,VIA SANTA MARIA DI CASTELLO,12,1,P,N,22,24A
33880,PIAZZETTA SANTA LIMBANIA,1,7,P,R,2,24
32900,VIA LATISANA,5,5,D,R,1,7
64860,VIA VIRGO POTENS,4,6,P,N,2C,8
23900,VIA ERITREA,23,8,P,N,2,2
62320,VIA TRENSASCO,19,4,P,N,2,20
700,VIA ALASSIO,1,7,D,R,1,3
65560,MURA DEGLI ZINGARI,10,2,P,R,2,20
35340,VIA ALESSANDRO MALASPINA,8,6,D,N,1,19
59460,VIA TITO SPERI,23,8,P,N,2,10
19940,VIA DELLA COSTIERA,5,5,D,N,1,45A
52260,VIA GIOVANNI RASORI,5,5,P,R,2,26
33760,PIAZZA LIDO DI PEGLI,3,7,P,N,2,4
50040,VIA AL PONTE POLCEVERA,5,5,D,N,1,5
22920,VIA STEFANO DONDERO,9,2,D,R,1,65
37380,VIA DI MASCHERONA,12,1,D,R,1,31
16360,SALITA ALLA CHIESA DI MONTESIGNANO,19,4,P,R,2,10
57500,PIAZZA DELLE SCUOLE PIE,12,1,D,N,3,7
8760,VIA BURIANO,25,9,D,N,1,5
5640,VIA SANTO BERTELLI,9,2,D,R,1,23
52580,VIA DEI REBUCCHI,5,5,D,N,13,27
10000,VIA CALCINARA DI NERVI,25,9,D,N,3,3
5740,VIA GIUSEPPE BERTUCCIONI,17,3,D,R,1,25
44570,SALITA PADRE UMILE,8,6,P,N,2,12
38560,SCALINATA MILITE IGNOTO,15,8,P,N,2,2
6500,VIA MARINO BOCCANEGRA,12,1,D,N,3,29
24280,VIA SUPERIORE FAMEIANO,19,4,D,N,1,3
32160,LUNGOBISAGNO ISTRIA,18,4,D,N,7,35
42740,VIA NOCE DI NASCHE,21,9,D,N,1,17
2000,VICO STRETTO SANT'ANTONIO,9,2,P,N,2,6
26520,VIA DI FOSSATELLO,12,1,P,N,2,4
48600,VIALE ALLA PINETA,3,7,P,R,2,30
49220,VIA POGGIO,21,9,P,N,2,16A
30000,VIA SAN GIOVANNI BATTISTA,4,6,D,N,1,53
11760,VIA AL CAPO DI SANTA CHIARA,24,9,P,R,8,28
57460,VIA ALLE SCUOLE DI MOREGO,6,5,D,N,11,39
50760,VIA DELLA POSTA VECCHIA,12,1,D,N,5,5
61920,VIA EVANGELISTA TORRICELLI,21,9,D,N,1,15
64780,VIA FEDERICO VINELLI,17,3,D,R,1,13
32520,VIA DEI LAMINATOI,8,6,D,N,47,57
36810,VIA FELICE MARITANO,5,5,P,N,8,168
5050,VIA TEA BENEDETTI,8,6,P,N,10,14
51430,GIARDINI PRIMAVERA,10,2,P,N,0X,0X
46280,VICO STEFANO PATRONE,1,7,P,R,2,8
49560,VIA MARCO POLO,13,1,D,N,1,11
48000,VIA DELLA PIAZZETTA,22,8,P,N,2,10
55140,VIA ROVETI,25,9,D,N,1,3
5760,VIA FILIPPO BETTINI,6,5,D,R,1,45
25580,CORSO FIRENZE,13,1,D,N,1,95
28580,VICO DELLA GAZZELLA,14,1,P,R,4,40
40380,VIA MONTELLO,16,3,P,R,2,2C
37380,VIA DI MASCHERONA,12,1,P,R,14,34
14660,VIA GIAN GIACOMO CAVALLI,4,6,D,R,1,43
61620,SALITA ALLA TORRE DEGLI EMBRIACI,12,1,D,N,1,1
20040,SALITA GIO MARIA COTELLA,19,4,D,N,3,59
58440,VIA SIENA,23,8,D,N,1,21
18640,VICO CHIUSO DI SANTA CONSOLATA,12,1,D,R,11,19
48740,VIA SERGIO PIOMBELLI,5,5,P,R,8,100
39040,VIA MOGLIA,25,9,D,N,43,45
19500,VIA COSTA DEL VENTO,1,7,D,N,1,35
46440,LUNGOMARE DI PEGLI,3,7,D,R,1,275
12160,PIAZZA CAPRO,16,3,P,R,2,2
52700,SALITA RE MAGI,12,1,P,N,2,2
56320,CORSO SARDEGNA,16,3,P,R,2,198
8580,CORSO BUENOS AIRES,15,8,D,N,5,21
40140,VIA MONTE CONTESSA,4,6,P,N,24,24
37100,PIAZZA DI SANTA MARTA,14,1,P,N,2,2
60530,VIA TARANTO,11,1,P,N,8,20
22700,PIAZZA DOGANA,9,2,D,R,1,3
27320,VIA ARNALDO FUSINATO,2,7,D,R,1,59
45460,PIAZZA PAOLO DA NOVI,15,8,P,R,2,58
31200,VIA DEI GRETI,17,3,P,N,2,2
8760,VIA BURIANO,25,9,P,N,2A,6B
60520,VIA GIULIO TANINI,21,9,P,N,2,130
57200,PIAZZA AMATORE SCIESA,2,7,D,R,1,55
2380,VIOTTOLO NICOLO' ARDIZZONE,25,9,D,R,1,7
47860,VIA AL PIANO DELLE MONACHE,2,7,P,N,2,4
29160,PIAZZA ANTONIO GHIGLIONE,9,2,D,N,1,1
3460,VIA DOMENICO BALDUINO,9,2,D,N,1,11
27380,VICO SAN GAETANO,8,6,D,R,3,9
44840,VIA PALEOCAPA,13,1,P,N,2,12A
3345,VIA PIER LUIGI BAGNASCO,8,6,P,N,4,80
46270,PONTE LUDOVICO PATRIZI,7,5,P,N,0X,0X
62080,VIA PIETRO TOSELLI,16,3,D,R,21,47
58160,SALITA DA SERRO A MOREGO,7,5,D,N,1A,27
30540,VICO DEI GIUSTINIANI,12,1,D,N,1,3
22040,VICO DE MARINI,12,1,P,N,4,12
41840,VIA GASPARE MURTOLA,2,7,P,N,2,82
15320,VIA CERTOSA,5,5,P,R,2,78
33210,VIA SAN LAZZARINO,10,2,P,N,0X,0X
21840,PIAZZA GIACOMO DELLA CHIESA,3,7,P,R,4,4
10480,VIA DEL CAMPASSO,5,5,D,N,53,57
24640,VICO DI SANTA FEDE,12,1,P,N,2,10
18180,PIAZZA COLOMBO,14,1,P,N,2,4
14800,VIA ANTONIO CAVERI,9,2,P,N,2,12
60530,VIA TARANTO,11,1,D,N,7,7
39800,BELVEDERE LUIGI MONTALDO,13,1,D,R,1,1
45860,VIA BARTOLOMEO PARODI,6,5,P,N,2,4
13480,VIA GABRIO CASATI,4,6,D,N,1,25
14340,VIA CASTELLUCCIO,5,5,P,R,2,2
10920,VICO SUPERIORE DI CAMPOPISANO,12,1,P,N,2,6
23960,VIA ERZE,25,9,D,N,1,19
39060,VIALE MOJON,14,1,D,R,1,7
59300,SALITA SPAGNOLETTA,18,4,P,R,4,6
57740,VICO SEMINO,12,1,P,N,2,6
26140,VICO CHIUSO DELLE FORMICHE,12,1,D,N,1,3
58750,GALLERIA GIUSEPPE SIRI,14,1,D,N,1,3
53220,VIA RIO DI PO,6,5,D,N,1,35
15140,VIALE VIRGINIA CENTURIONE BRACELLI,17,3,P,N,2C,112
36440,SALITA DI SANTA MARIA DI CASTELLO,12,1,D,R,3,17
6940,PIAZZA CRISTOFORO BONAVINO,3,7,P,R,2,46
27940,VIA ODOARDO GANDUCCIO,25,9,P,R,2,18
6010,VIA MADRE ROSA BIANCHI,16,3,P,N,4,32
57120,VIA ANGELO SCIACCALUGA,24,9,D,N,7,9
26640,VIA UMBERTO FRACCHIA,11,1,D,N,1,13
53820,VIA ROCCA DEI CORVI,5,5,P,N,6,20
16640,VIA INFERIORE CHIESA DI SANT'ILARIO,25,9,D,N,1,15
30700,VIA GORIZIA,24,9,P,N,2,10
23100,VIA PAGANO DORIA,10,2,D,N,1,19
29320,VIA SAN GIACOMO APOSTOLO,8,6,P,N,2,20
56260,VIA SAPRI,11,1,D,N,5,11
8860,VIA GIORGIO BYRON,23,8,P,N,2,16
42580,SALITA DELLA NOCE,16,3,D,R,1,9
47960,VIA PIAZZAGRANDE,1,7,D,N,1,65
11880,SALITA CAPPELLETTA DI SANTA MARIA MADDALENA,20,4,P,N,2,12
9680,VIA LUIGI CADORNA,15,8,D,N,1,5
41340,PASSO MORIGALLO,7,5,P,N,4,4
53320,VIA RIO MURCAROLO,25,9,D,N,3,3
41640,VIA SOTTO LE MURA DEGLI ANGELI,9,2,D,N,1A,9
36770,VIA SAN MARINO,10,2,D,N,87,223
8080,VIA COSTANTINO E MARIA BRIGHENTI,8,6,D,R,1,23
6400,VIA BOCCADASSE,23,8,D,R,3,73
19220,PIAZZA CORVETTO,12,1,P,N,2,2
35655,CALATA MANDRACCIO,12,1,P,N,2,22
60200,VIA DANTE GAETANO STORACE,9,2,D,R,1,41
2500,VICO DELL'ARGENTO,12,1,P,R,10,16
37960,VIA GIUSEPPE MENDOZZA,25,9,D,N,1,77
13440,VIA GIOVANNI CASARTELLI,11,1,D,R,1,43
32180,CORSO ITALIA,23,8,D,R,3,17A
580,VIA GUIDO AGOSTI,8,6,P,N,2,150
51900,VIA ANTICA ROMANA DI QUINTO,24,9,D,R,1,3A
52920,VIA REXELLO,3,7,D,R,1C,29
64000,VICO CARLO VERRINA,1,7,P,N,2,8
25880,VIA DELLA FONTANA,24,9,D,N,19,21
3220,VIA AYROLI,17,3,P,N,36,36
46440,LUNGOMARE DI PEGLI,3,7,P,R,2,44
51300,VIA ALLA PRESA,20,4,D,N,1,13
14990,PASSO BENVENUTO CELLINI,16,3,P,N,0X,0X
47040,VIA PERO,6,5,D,N,1,3
22370,VIA DIANO MARINA,2,7,P,N,24,110
59380,VIA GIUSEPPE SPATARO,9,2,P,N,24,36
64925,PASSO VITTIME DELLE FOIBE,18,4,P,N,0X,0X
33140,VIA LAVINIA,23,8,D,N,31,51
38120,VIA DELLA MERCANZIA,12,1,P,N,0,0
64180,SALITA SALVATORE VIALE,14,1,P,R,14A,16
22240,VICO DESERTO,1,7,P,N,2,2
49060,CORSO ANDREA PODESTA',14,1,P,N,2,12
24140,VIA FAGAGLIA,2,7,D,N,17,37
47940,VIA PIAVE,23,8,P,R,2A,36
55660,VIA GIULIO SALINERO,9,2,D,R,1,5
39660,VIA MONFENERA,6,5,D,N,1,25
29460,VICO GIANNINI,12,1,P,R,10,18
54700,VIA ROSATA,20,4,D,R,9A,21
8020,VIA BRIGATA LIGURIA,14,1,D,N,1,9
99970,******** SENZA FISSA DIMORA,2,7,P,N,0,0
37810,VIA MEDAGLIE D'ORO DI LUNGA NAVIGAZIONE,23,8,P,N,2,2
80,SALITA ACCINELLI,13,1,P,N,2,32
21220,VIA FABIO DA PERSICO,4,6,P,N,2,16
14520,VICO DELLA CATENA,9,2,P,N,2,2
52460,VIA RAVENNA,10,2,P,N,2,30
36340,PIAZZA DI SANTA MARIA DEGLI ANGELI,12,1,D,N,1,3
47340,PIAZZALE ISIDORO PESTARINO,10,2,D,R,1,3
