CODVIA,DESVIA,CIRCOS,MUNICIPIO,PARITA,COLCIV,INIZIO,FINE
30620,VIA PIERO GOBETTI,23,8,P,N,2,12
5290,LARGO ROSANNA BENZI,22,8,P,N,6,10
5580,SCALETTA BERSAGLIO,5,5,D,N,1,9
15620,VIA DEL CHIAPPARO,21,9,P,R,12,12
53920,VIA ROCCHE DI BAVARI,19,4,P,N,2,10
29660,VIA GINESTRATO,17,3,D,N,1,13C
21120,VIA GABRIELE D'ANNUNZIO,14,1,D,N,1,155
28180,PASSEGGIATA ANITA GARIBALDI,25,9,D,R,7,67
34140,LUNGOMARE LOMBARDO,23,8,P,N,16,28
69581,VIA PIERGIORGIO PEROTTO,4,6,P,N,0X,0X
26680,SALITA DI SAN FRANCESCO,12,1,P,N,2,8
63920,PIAZZA VERNAZZOLA,24,9,D,N,1,7
13220,VIA GIOVANNI CASACCIA,11,1,P,R,30,36
22600,VIA DODECANESO,23,8,P,R,14,60
11340,VIA CANEVARI,16,3,D,R,1,105A
44740,VIALE GOFFREDO PALAZZI,23,8,P,N,2,6
1720,SALITA INFERIORE SANT'ANNA,13,1,P,N,2,50
5370,VIA HECTOR BERLIOZ,5,5,P,N,2,16
53940,VIA ROCCHE DI CORONATA,8,6,P,N,2,16
38080,VIA MERANO,4,6,D,R,1,119
30340,VICO DELLA GIUGGIOLA,12,1,D,N,1,3
20420,VIA ANTONIO CROCCO,13,1,D,R,1,27
50460,VICO DI PORTANUOVA,12,1,P,N,6,12
48360,PIAZZETTA SAN PIETRO DI QUINTO,25,9,D,N,1,3
47060,CORSO FERDINANDO MARIA PERRONE,5,5,P,N,120,124
50760,VIA DELLA POSTA VECCHIA,12,1,P,R,4,22
42040,PIAZZA RENATO NEGRI,12,1,D,N,1,5
41960,VIALE NARISANO,8,6,D,N,1,7
35600,VIA GOFFREDO MAMELI,13,1,D,R,1,7
60200,VIA DANTE GAETANO STORACE,9,2,D,N,1,7
59860,VIA ERNESTO STASSANO,2,7,P,N,10,52
7465,SALITA BOSCO PELATO,16,3,P,N,0X,0X
35640,VIA LUCIANO MANARA,4,6,D,N,5,7
53280,SALITA RIO MAGGIORE,19,4,D,N,17,37C
11340,VIA CANEVARI,17,3,D,N,7,57
16140,PIAZZA CHIESA DELL'ACQUASANTA,1,7,D,N,1,11
18840,VICO DEL CORALLO,14,1,P,R,2,22
58560,PIAZZA SAN SILVESTRO,12,1,P,N,0X,0X
50380,PIAZZETTA PORTA DEL MOLO,12,1,D,N,1,7
47480,VIA MARIO PIANA,8,6,P,R,2,32
48100,VIA ANTONIO PICCONE,5,5,P,N,2,18A
69518,LARGO UNIONE CALCIO SAMPDORIA 1946,17,3,P,N,2,2
1100,VIA FEDERICO ALIZERI,10,2,D,R,1,23
31440,VIA GUALCO,20,4,D,N,1,21
64880,VICO DELLE VIRTU',12,1,P,R,16A,18
17880,VICO COLALANZA,12,1,D,R,1,11
16960,VIA CIALLI,3,7,P,N,2,8
64740,VIA SAN VINCENZO,14,1,P,N,2,76
43290,VIA DEGLI OLEANDRI,17,3,P,N,8,22
23440,VIA ELEONORA DUSE,24,9,D,N,37,75
41320,VIA GIACOMO MORESCO,17,3,D,N,1,11
14660,VIA GIAN GIACOMO CAVALLI,4,6,D,N,3,5
62200,VIA TRAVERSO,13,1,P,N,8,12
22640,LARGO DODICI OTTOBRE,14,1,D,N,1,65
39080,VIA MOLASSANA,19,4,P,N,28,132
51160,PASSO PRATOGAGLIARDO,7,5,P,N,2,24
49360,VIA POLA,3,7,D,R,5,11
60140,VIA ACHILLE STENNIO,9,2,P,N,2,4
35620,VIA TERENZIO MAMIANI,9,2,D,N,1,11
89120,AUTOSTRADA A26 GENOVA-GRAVELLONA,2,7,P,N,0,0
57980,VIA SERRA GROPALLO,25,9,P,N,2,6
5080,VIALE BENEDETTO QUINDICESIMO,22,8,D,N,1,7
18920,VIA CORNIGLIANO,8,6,D,R,29,219
61615,VIA GIOVANNI BATTISTA TORRE,4,6,P,N,4,8
59940,VIA ALLA STAZIONE DI RIVAROLO,5,5,D,N,5,15
60240,VIA EMANUELE STRASSERRA,23,8,D,N,1,3
49560,VIA MARCO POLO,13,1,P,N,2,16
15620,VIA DEL CHIAPPARO,21,9,P,N,10,34
65660,VICO DELLO ZUCCHERO,12,1,D,R,17,29
61640,SCALINATA A VIA TORRE DELL'AMORE,23,8,P,N,0X,0X
5060,VIA SAN BENEDETTO,10,2,P,N,2,14
33030,VIA PROSPERO GODEARDO LAVARELLO,17,3,P,N,2,18
8350,VIA VIRGILIO BROCCHI,6,5,P,N,2,60
26040,PIAZZA DELLE FONTANE MAROSE,12,1,D,N,1,5
45500,PIAZZA FULCIERI PAOLUCCI DE CALBOLI,5,5,D,N,1,1
32260,VIA EDOARDO JENNER,23,8,D,N,1,9
4480,PASSO BASCIONE,18,4,D,R,1,9
30780,VIA GRADISCA,16,3,D,R,1D,5
63060,VIA VAL CISMON,25,9,P,R,12,12
29380,VIA DEI SANTI GIACOMO E FILIPPO,14,1,D,R,3,45
41840,VIA GASPARE MURTOLA,2,7,P,R,2,120
58380,PIAZZA LUIGI SETTEMBRINI,9,2,D,R,1,13
3600,VIA BALLEYDIER,9,2,D,R,3,75
5280,VIA GIUSEPPE ELIA BENZA,4,6,D,R,1,3
26080,VICO FONTANINO,17,3,P,N,4A,4G
8220,VICO BRIGNOLE,12,1,P,R,2,16
39360,MURA DEL MOLO,12,1,P,N,2,6
44540,VIA SIMONE PACORET DE SAINT BON,3,7,D,N,1,3
38390,VIA FRANCESCO PAOLO MICHETTI,24,9,P,N,2,4
40280,SCALINATA DI MONTE GIUGO,25,9,P,N,0X,0X
55500,VIA ALESSANDRO SACHERI,17,3,D,N,1,21
65600,VIA DI SANTA ZITA,15,8,P,N,2,2
12660,VIA CARLOFORTE,3,7,D,R,1,31
23180,VICO DEL DRAGONE,12,1,D,R,1,51
39540,VICO DELLE MONACHETTE,12,1,D,N,1,1
40300,VIA MONTE GIUGO,25,9,D,N,3,3
36360,SALITA DI SANTA MARIA DEGLI ANGELI,12,1,D,N,1,3
12620,VIA SAN CARLO DI CESE,3,7,D,N,7,65
6380,VIA BOBBIO,17,3,P,R,2,252B
13080,VIA CARROZZINO,16,3,P,R,2,12
99950,********  C/O TCI V.MALTA,2,7,P,N,0,0
11740,VIA CAPITANO DEL POPOLO,4,6,P,R,2,26
32180,CORSO ITALIA,23,8,D,N,1,21
3960,SALITA SAN BARBORINO,9,2,P,R,2,8
59040,VIA SOMALIA,23,8,D,N,3,13
50470,VARCO PORTA SIBERIA,12,1,P,N,0X,0X
44900,VIA PALESTRO,13,1,D,R,19,73
61960,VIA GIOVANNI TORTI,16,3,D,R,1,171
43450,VIA GIOVANNI BATTISTA OLIVERI,18,4,P,N,4,12
21540,PIAZZA RICCARDO DE CAROLI,5,5,D,N,1,11
42980,VICO DI NOSTRA SIGNORA DEL SOCCORSO,12,1,D,N,1,7
3920,VIA BARACCHINO,7,5,D,N,3,3
23270,VIA DUE DICEMBRE 1944,2,7,D,N,1,99
21610,SOTTOPASSAGGIO DE FERRARI,12,1,D,R,15,15
52520,VIA ERNESTO RAYPER,9,2,P,R,64,70
61720,VICO TORRE DI CORNIGLIANO,8,6,P,N,2,2
57320,VIA ALLA SCOGLIERA,25,9,P,N,2,4
53760,VIA ROANA,2,7,P,N,2,6
52980,VIA RAFFAELE RICCA,17,3,P,N,2,6
39780,SALITA MONTAGNOLA DELLA MARINA,12,1,P,R,6,8
44680,VIA PAGLIA,4,6,P,R,2,150
33040,VICO DEI LAVATOI,12,1,D,R,1,9
20720,VIA CROSINI,24,9,P,N,2,34
10540,VIA CAMPENAVE,1,7,P,N,2,106
27000,VIA DEI FRATI,21,9,D,N,1,9
21885,PIAZZALE MONSIGNOR GIOVANNI DELLEPIANE,21,9,P,N,0X,0X
7300,VIA BORZOLI,4,6,P,R,6,148
27540,VICO DELLA GALERA,12,1,P,N,2,8
37600,VIA ANTONIETTA MASSUCCONE MAZZINI,6,5,P,N,2,66
43360,VIA DOMENICO OLIVA,4,6,D,N,1,53
56160,VIA AL SANTUARIO DI NOSTRA SIGNORA DELLA GUARDIA,7,5,D,R,41V,43P
4280,SCALINATA A SAN BARTOLOMEO,13,1,D,R,1,7
62120,VIA ENRICO TOTI,18,4,P,R,2,16
53460,PIAZZA FRANCESCO RISMONDO,6,5,P,N,2,2
2440,VIA DELL'ARENA,21,9,P,N,2,20
36390,VIA SANTA MARIA DELLA COSTA,4,6,D,N,3,45
58640,SALITA SUPERIORE DI SAN SIMONE,13,1,D,N,1,29
60780,PIAZZA ENRICO TAZZOLI,4,6,D,N,1,5
31980,VIA INTERIANO,12,1,P,N,2,2
54960,VIA CESARE ROSSI,23,8,P,N,2,6
34200,VIA GIOVANNI GUGLIELMO LONGO,3,7,P,N,2,26
41950,VIA DEI NARCISI,24,9,P,N,4,182
32180,CORSO ITALIA,23,8,P,N,8,54
40600,VIA MONTE ROSA,18,4,P,N,2,84
65650,VIA ZUCCARELLO,2,7,D,N,15,95
56680,PIAZZA FRANCESCO BARTOLOMEO SAVI,6,5,P,N,2,2
48730,PASSO PIO PARMA,25,9,P,N,0X,0X
28530,VIA ANTONIO GAVINO,3,7,P,N,6,32
18120,VIA COLLETTI DI VOLTRI,1,7,D,N,1,15
1360,VIA GIOVANNI AMENDOLA,23,8,P,N,4,12A
19100,VIA FILIPPO CORRIDONI,23,8,P,N,2,6
26500,PIAZZA DI FOSSATELLO,12,1,D,N,1,3
52720,VIA SAN REMO,2,7,P,N,122,162
2160,VICO DELL'ARANCIO,12,1,D,N,3,11
15760,CALATA DELLA CHIAPPELLA,10,2,P,N,0X,0X
55810,VIA GIUSEPPE SALVAREZZA,5,5,D,N,1,9
47440,VIA PIAGGIO,13,1,P,R,2,130
29650,SALITA GINESTRATO,17,3,D,N,11,27
27160,VIA INNOCENZO FRUGONI,14,1,D,R,1,65
64100,VIA LEONE VETRANO,8,6,P,N,2,6A
10400,VIA TOMASO CAMPANELLA,23,8,D,R,7,11
1640,VICO ANGELI,12,1,P,N,2,4
48500,SALITA PILONI,20,4,P,N,2,2
37960,VIA GIUSEPPE MENDOZZA,25,9,P,N,2,40
34440,VICOLO LUCCHI,25,9,P,N,2,20
1840,VIA ORAZIO ANTINORI,4,6,D,R,1,17
13920,VIA ROMANA DELLA CASTAGNA,24,9,D,N,11A,37
51820,VIA AI QUATTRO CANTI DI SAN FRANCESCO,12,1,D,R,31,57
35840,VIA DEL MANZASCO,16,3,P,R,2,30
62160,VIA TRASTA,6,5,D,N,1,67
1120,PASSO ALMERIA,11,1,D,R,1,9
16280,SALITA ALLA CHIESA DI FONTANEGLI,20,4,D,N,1,67
23760,VIA SANT'ERASMO AL MARE,25,9,D,N,1,1
43300,VIA GIO MARIA OLGIATI,4,6,D,R,1,1
27560,CORSO GALILEO GALILEI,16,3,P,R,48,64
40150,VIA MONTE CORNO,25,9,P,N,2,68
45860,VIA BARTOLOMEO PARODI,6,5,D,N,1,5
39560,SALITA DELLE MONACHE TURCHINE,12,1,P,R,14,14
60500,VICO TANA,12,1,P,N,2,2
29880,VICO SAN GIORGIO,12,1,D,R,1,11
43220,VIALE GIANCARLO ODINO,13,1,D,R,1,11
57280,VIA FEDERICO SCLOPIS,23,8,D,N,11,17
31820,VIA PAOLO IMPERIALE,12,1,P,N,2,12
30840,VICO DEL GRANAIO,1,7,P,R,2,8
29380,VIA DEI SANTI GIACOMO E FILIPPO,14,1,P,N,2,4
69558,VIA VITTORIO GASSMAN,20,4,P,N,4,12
31290,VIA COSTANZO GRILLONE,8,6,D,N,1,3
28720,SALITA GELSOMINO,21,9,P,N,4,8
37620,VIA MARIO MASTRANGELO,25,9,D,N,1,3
34360,VICO SAN LUCA,12,1,D,R,1,9
3610,GIARDINI BALTIMORA,14,1,P,N,0X,0X
49090,VIA SUPERIORE ANDREA PODESTA',1,7,P,N,30,30
43660,VIA INFERIORE DEGLI OMETTI,25,9,P,N,6,12
6860,VIA BOMBRINI,9,2,D,R,3A,51
14980,VIA DELLA CELLA,9,2,D,N,1,15
40340,VIA MONTE GUANO,8,6,D,R,7,31
50840,VIA POZZI,25,9,P,N,2,12
22350,VIA LUIGI DEVOTO,24,9,P,N,2,24
8600,VIA GASPARE BUFFA,1,7,P,R,2A,92
49260,SALITA POGGIO DI APPARIZIONE,21,9,P,N,2,100
27360,VIA GAETA,11,1,D,N,1,91
18160,GALLERIA CRISTOFORO COLOMBO,14,1,P,N,0X,0X
60120,VICO STELLA,12,1,P,N,4,6
90330,MERCATO TEGLIA,5,5,P,N,0,0
59300,SALITA SPAGNOLETTA,18,4,P,N,2,6
53200,VIA RIO BAGNARA,25,9,P,N,0X,0X
27240,VIA RODOLFO FUMAGALLI,11,1,D,N,1,9
10900,VICO DI CAMPOPISANO,12,1,D,R,9,17
59160,VICO SORRIPA,4,6,P,N,2,6
5460,SALITA DI SAN BERNARDINO,12,1,P,N,4,10
14490,SALITA INFERIORE CATALDI,4,6,P,N,14,20
8220,VICO BRIGNOLE,12,1,D,R,1,13
25900,VIA DELLA FONTANACCIA,25,9,P,N,0X,0X
5920,VICO SAN BIAGIO,12,1,D,R,1,9
48100,VIA ANTONIO PICCONE,5,5,P,R,2,78
65540,CALATA AGLI ZINGARI,10,2,P,N,2,6
43280,VIA AGOSTINO OLDOINI,6,5,P,R,2,24
17820,SALITA MICHELE CODEVIOLA,19,4,P,N,2,10C
9420,VIA ETTORE CADENACCIO,4,6,P,R,4,10
23288,PIAZZALE LUIGI DURAND DE LA PENNE,12,1,D,N,1,3
51540,VIA PROMONTORIO,9,2,D,R,11,11
65340,PASSO DELLA ZEBRA,17,3,D,R,5,11
44760,VIA DEL PALAZZO,17,3,D,N,1,19
45540,VICO DEL PAPA,12,1,D,R,1,13
5260,VIA PAOLO EMILIO BENSA,12,1,D,R,9,17
58100,VIA DI SERRETTO,23,8,D,N,15,41
55880,VIA SAMO,4,6,D,N,1,17
69510,STRADA VICINALE CIASI CONNIU',20,4,P,N,0X,0X
1900,VIA PAOLO ANTONINI,15,8,P,R,2,30
18540,VIA CONFORTI,24,9,P,R,2,8
2060,VIA APPARIZIONE,21,9,P,N,2,52
16520,VIA ALLA CHIESA DI SAN DESIDERIO,21,9,D,N,1,57
9040,VIA ALVISE CADAMOSTO,5,5,D,R,1,9
24580,VIA BARTOLOMEO FAZIO,20,4,P,N,2,8
50180,VIA PONTINI,23,8,D,R,1,3
39880,VIA MONTALLEGRO,23,8,D,R,1,31
14400,VIA BENEDETTO CASTIGLIONE,6,5,P,R,2,2
38060,VIA MERANI,23,8,P,R,2,8
38360,VIA SAN MICHELE DEL CARSO,5,5,D,N,3,3
5365,ISOLA DELLE CHIATTE LUCIANO BERIO,12,1,P,N,0X,0X
31700,VIA SANT'ILARIO,25,9,D,N,1,71
70002,PIAZZA FEDERICO MARIO BOERO,19,4,P,N,2,6
6740,VIA ARRIGO BOITO,3,7,D,R,3,49
15560,SALITA DELLA CHIAPPA,18,4,P,N,6,30
44440,VIA OVADA,1,7,D,N,1,53
25420,VICO DEL FILO,12,1,D,R,3,27
37440,PIAZZA RICCARDO MASNATA,9,2,P,R,2,4
55640,VIA EMILIO SALGARI,3,7,D,N,1,593
22860,VICO DI SAN DONATO,12,1,D,N,3,15
2240,VIA ARCHIMEDE,16,3,D,N,37,47
6860,VIA BOMBRINI,9,2,P,N,2,16
9220,VIA CA' DEI FRATI,19,4,P,N,2,2
42160,VIA ACHILLE NERI,23,8,D,R,1,21
26370,VIA AL FORTE DI SANTA TECLA,16,3,P,N,2,14
69500,STRADA COMUNALE CAVASSOLO-CANATE,20,4,P,N,0X,0X
15620,VIA DEL CHIAPPARO,21,9,D,N,105,151
59760,VIA LORENZO STALLO,13,1,P,N,4,18
51600,SALITA DELLA PROVVIDENZA,12,1,P,N,2,2
30880,SALITA RAFFAELE GRANARA,8,6,P,N,0X,0X
14760,VIA CAVASSOLO,20,4,P,N,2,36
65160,VIA VOLTRI,1,7,D,R,1,53
58840,PIAZZA EGISTO SIVELLI,24,9,D,N,1,1
35400,VIA ANTONIO MALFANTE,16,3,D,N,3,25
1480,VICO DELL'AMOR PERFETTO,12,1,P,N,2,20
24120,PIAZZA FACCHINI,5,5,P,R,2,4A
7230,PIAZZA BORGO PILA,15,8,P,N,4,42
37180,VIA BEATO MARTINO DA PEGLI,3,7,D,N,1,11
2520,VIA ARGINE POLCEVERA,5,5,P,N,8,32
41440,VIA ENRICO MORSELLI,1,7,P,N,8,38
23820,PIAZZA DELLE ERBE,12,1,D,R,1,33
43900,SALITA DI OREGINA,11,1,D,R,1,29
54180,VIA CARLO ROLANDO,9,2,P,R,2,178
15200,VICO CERA,12,1,P,N,6,6
29760,VIA VINCENZO GIOBERTI,9,2,P,N,2,18
39875,PASSO EUGENIO MONTALE,14,1,P,N,4,4
38280,PIAZZA DI METELINO,12,1,D,N,1,3
45800,PONTE ADOLFO PARODI,10,2,P,N,2,4
63700,VIA VENTICINQUE APRILE,12,1,D,R,11,49
30960,VIA GRANELLO,14,1,D,R,1,81
42820,VIA NOSTRA SIGNORA ASSUNTA,2,7,P,R,2,22
59720,VIA MARCELLO STAGLIENO,15,8,P,N,2,10
14700,SALITA EMANUELE CAVALLO,13,1,P,N,62,110
31080,MURA DELLE GRAZIE,12,1,P,R,2,20
42040,PIAZZA RENATO NEGRI,12,1,P,N,2,6
46550,VIA ROSA VIRGINIA PELLETIER,23,8,D,N,3,9
23020,VICO DORIA,12,1,P,N,12,12
3860,PIAZZA FRANCESCO BARACCA,4,6,D,N,3,7
20740,VIA GILDO CUNEO,23,8,P,N,2,8
43210,VIA ODESSA,15,8,D,N,1,9
23200,VICO DEI DROGHIERI,12,1,P,N,2,4
37380,VIA DI MASCHERONA,12,1,P,N,4B,32
35000,SALITA MADONNETTA DI STRUPPA,20,4,P,N,2,6
58410,VIA PERCY BISSHE SHELLEY,24,9,D,N,1,79
28100,VIA GARELLO,5,5,D,N,1,13
42820,VIA NOSTRA SIGNORA ASSUNTA,2,7,P,N,2A,20
48660,VIA PINO DI MURTA,6,5,D,N,1,11
50700,PIAZZA DI PORTORIA,14,1,P,R,2,6
26780,VIALE GOFFREDO FRANCHINI,25,9,D,R,1,75
57600,LUNGOTORRENTE SECCA,6,5,D,N,3,57
25820,VICO FOGLIE VECCHIE,12,1,P,N,0X,0X
42580,SALITA DELLA NOCE,16,3,D,N,1,5
41480,VIA MOTTA,17,3,P,N,4,4
740,VIA ALBARO,23,8,P,N,2,38
8000,VIALE BRIGATA BISAGNO,15,8,D,R,1,87
14260,VIA BERNARDO CASTELLO,14,1,D,N,1,3
61400,VIA TOLEMAIDE,16,3,P,R,42,112
18440,VIA DEL CONCHETTINO,25,9,P,N,0X,0X
37260,VIA RENATO MARTORELLI,23,8,P,R,2,8
19140,VIA CARLO CORSI,4,6,P,N,8,12
44300,VIA OSPEDALE SAN RAFFAELE,8,6,D,R,1,3
19700,VIA ALLA COSTA DI SAN SIRO,19,4,D,N,3B,3F
62180,VICO TRAU',4,6,D,N,1,7
26160,VIA ALLA FORNACE DEL GARBO,5,5,P,N,24,106
46680,VIA GUIDO PELLIZZARI,8,6,P,R,2,30
63250,VIA ALESSANDRO VARALDO,24,9,D,N,1,1
41600,VIA MULTEDO DI PEGLI,3,7,D,R,3,151
36150,CALATA GUGLIELMO MARCONI,12,1,P,N,0X,0X
18920,VIA CORNIGLIANO,8,6,P,N,8,60
15020,VIA BENVENUTO CELLINI,16,3,P,N,2,36
47360,VIA PETRARCA,14,1,P,N,2,2
43480,VIA OLIVETO,24,9,D,N,1,15
17060,SALITA CIAZZO DI STRUPPA,20,4,P,N,2,12
69616,PIAZZETTA TERESA MATTEI,12,1,P,N,0X,0X
57660,SALITA SELLA,21,9,P,N,2,198
16380,PIAZZA ALLA CHIESA DI MURTA,6,5,P,N,2,12
55920,LARGO GIOVANNI ANDREA SANGUINETI,12,1,D,N,11,11
32160,LUNGOBISAGNO ISTRIA,18,4,P,N,6,36
47100,VIA AULO PERSIO,5,5,P,R,2,30
31240,VICO DEI GRIFFONI,12,1,D,N,15,15
63680,PIAZZA GIACOMO VENEZIAN,2,7,D,N,1,1
46160,VIA AL PASSO NUOVO,9,2,D,N,1,27
54320,VIA FELICE ROMANI,14,1,P,R,2,58
18720,VIA CONTARDO,13,1,P,R,2,6
61220,VIA DELLE TERRE ROSSE,21,9,D,N,17,53
59400,VIA SILVIO SPAVENTA,9,2,P,R,4,10
4380,VIA SAN BARTOLOMEO DEL FOSSATO,10,2,D,R,201,223
65270,VIA ANTONIO ZAGHI,1,7,P,N,2,28
13280,VIA CASA DELL'ABATE,20,4,D,N,1,13A
64530,VIALE VILLA GAVOTTI,3,7,D,N,13,137
44840,VIA PALEOCAPA,13,1,D,R,1,13F
90360,MERCATO ROMAGNOSI,17,3,P,N,0,0
12680,VICO CARLONE,12,1,D,R,1,39
16120,VIA PIETRO CHIESA,9,2,D,N,7,25
65360,VIA DELLA ZEBRA,17,3,P,N,2,12
58180,SALITA SERRONI,20,4,D,N,3,11A
11780,VIA CAPO D'ISTRIA,8,6,D,R,1,19
35980,VIA MARASSO,25,9,D,N,1,25
5300,VIA GIOVANNI BERCHET,4,6,D,R,1,19
99990,******** INDIRIZZO ESTERO,2,7,P,N,0,0
60360,VIA STURLA,22,8,P,R,2,60C
62580,VIA GIOVANNI TROSSARELLI,20,4,D,R,1,141
26110,VIA FORLI',10,2,P,N,4,62
32200,VIA STEFANO JACINI,4,6,P,R,2,26
17120,VIA FOSSATO DI CICALA,19,4,D,N,7,13
36780,VIA TOMASO MARINO,8,6,P,N,2,8
90180,MERCATO ORIENTALE,14,1,P,N,0,0
26720,SALITA SAN FRANCESCO DA PAOLA,10,2,D,R,1,47
49860,PASSO PONTE CARREGA,18,4,D,R,1,55
46560,PIAZZA DI PELLICCERIA,12,1,P,N,2,2
10040,VIA GIACINTO CALDESI,3,7,P,N,4,16
12860,VIA CARNOLI,1,7,D,N,1,25
38580,PONTE DEI MILLE,10,2,D,N,1,69
31880,VICO DEGLI INDORATORI,12,1,D,N,1,15
7740,VIA PIETRO BOZZANO,16,3,D,N,1,11
39640,VIA MONFALCONE,4,6,P,R,2,18
47055,VIA ETTORE PEROSIO,23,8,D,N,1,3
43960,PIAZZA ALFREDO ORIANI,4,6,P,R,2,22
23840,VICO DELLE ERBE,12,1,P,N,2,2
3262,BACINO PORTO VECCHIO,12,1,P,N,0X,0X
48540,PIAZZA PINELLI,12,1,P,N,2,4
46800,VIA TOMASO PENDOLA,16,3,D,R,1,33
55660,VIA GIULIO SALINERO,9,2,D,N,1,3
44680,VIA PAGLIA,4,6,D,N,1,119
25690,PONTE ALEXANDER FLEMING,19,4,D,N,1,3
21180,BELVEDERE GEROLAMO DA PASSANO,11,1,D,R,1,1
48080,VIA ALBERTO PICCO,3,7,D,N,3,11
26720,SALITA SAN FRANCESCO DA PAOLA,10,2,P,R,20,48
2020,VIA FRANCESCO ANZANI,9,2,P,N,2,8
49440,VIA GUIDO POLI,7,5,D,R,1,39
21080,VIA GIOVANNI DANEO,17,3,D,R,1,109
69515,PIAZZETTA PEDEGOLI,17,3,P,N,0X,0X
12980,VIA DEI CARPI,19,4,D,N,1,39
64660,VIA VILLINI AMBROGIO NEGRONE,2,7,P,N,2,36
38400,PIAZZA DEI MICONE,4,6,D,R,1,27
64820,VIA VIRGILIO,5,5,D,R,1,5
47740,VIA PIANELETTI,24,9,P,N,2,22
40660,VIA MONTEROSSO,6,5,D,N,1,13
49580,VIA UGO POLONIO,6,5,P,N,14,36
58140,VICO DEL SERRIGLIO,12,1,P,R,2,24
16680,VIA SUPERIORE CHIESA DI SANT'ILARIO,25,9,P,N,2,2
44800,PONTE PALEOCAPA,9,2,P,N,2,12
31080,MURA DELLE GRAZIE,12,1,D,N,15,25
11560,SALITA CANOVA DI STRUPPA,20,4,D,N,5,21
59420,PASSO MATTIA SPEICH,8,6,D,N,1,3
43020,VICO DEI NOTARI,12,1,P,N,2,6
26200,VICO DEL FORNARO,12,1,D,N,3,3
57560,VICO DI SCURRERIA LA VECCHIA,12,1,D,R,1,19
14960,VIA CELESIA,5,5,D,N,13,71
26300,MURA AL FORTE DI BEGATO,11,1,P,N,0X,0X
59580,VIA AMBROGIO SPINOLA,11,1,D,N,1,13
2580,PIAZZA GIUSEPPE ARIMONDI,7,5,D,R,1,5
49360,VIA POLA,3,7,P,N,2,32
56210,GIARDINI GIOVANNI SAPONARA,22,8,P,N,0X,0X
27160,VIA INNOCENZO FRUGONI,14,1,D,N,1,29
41500,VIA MOTTACHIUSURA,17,3,P,N,2,16
30260,VIA GIRO DEL FULLO,20,4,D,N,1B,7
29020,VIA ROMOLO GESSI,8,6,P,N,2,4
31220,VIA GRETO DI CORNIGLIANO,8,6,P,N,2A,24
25340,VIA FIGARO,7,5,P,N,2,6
9200,SALITA CA'DEI BAZZURRI,20,4,P,N,2,8
23820,PIAZZA DELLE ERBE,12,1,P,R,2,28
49860,PASSO PONTE CARREGA,18,4,P,N,4,32
16540,VIA ALLA CHIESA DI SAN GIORGIO DI BAVARI,21,9,D,R,1,105
43020,VICO DEI NOTARI,12,1,D,N,1,7
43500,PASSO OLIVETTE,17,3,D,N,1,1
6060,VIA BIDONE,7,5,D,N,9,11
14500,VIALE CATALDI BOMBRINI,23,8,D,N,1,9
59080,VIA SIDNEY SONNINO,5,5,P,N,2,10
1280,VIA SANT'AMBROGIO DI FEGINO,5,5,D,N,1A,61
41000,VIA MONTE ZOVETTO,23,8,D,R,11,53
25540,VIA DEI FIORI,22,8,D,R,1,5
46040,SALITA DEL PASSERO,10,2,P,R,4,6
34320,PIAZZA SAN LUCA,12,1,D,R,53,55
61040,VIA TEODORO SECONDO DI MONFERRATO,3,7,D,N,5,15
25300,VIA FIESCHI,14,1,D,R,1,125
7740,VIA PIETRO BOZZANO,16,3,P,N,2,12
39740,VIA GIOVANNI MONLEONE,23,8,P,R,2,2
7440,VIA SAN GIOVANNI BOSCO,9,2,D,R,1,25
6680,VIA LUIGI BOGGIANO,6,5,P,N,2,34
49690,BELVEDERE LORENZO POMODORO,24,9,P,N,4,4
62800,VIA SANT'UGO,11,1,P,N,4,10A
23940,VICO CHIUSO DEGLI EROI,12,1,D,R,1,3
59780,VICO LUIGI STALLO,9,2,P,N,2,4
27860,SALITA GAMBONIA,20,4,D,R,3,15
46960,VIA INFERIORE PERASSO,24,9,P,N,4,18
55220,VIA MADRE FRANCESCA RUBATTO,13,1,P,R,2,18
49720,PIAZZA AMILCARE PONCHIELLI,3,7,D,R,1,7
24320,VIA FANTI D'ITALIA,12,1,P,N,0X,0X
32080,VICO DELL ISOLA,12,1,P,N,4,12
15720,MURA DELLE CHIAPPE,13,1,P,R,6,44
21460,VIA MASSIMO D'AZEGLIO,9,2,D,R,1,23
36380,VICO DI SANTA MARIA DEGLI ANGELI,12,1,P,R,2,6
51140,MURA DEL PRATO,14,1,P,N,2,6
58740,VIA DELLA SIRENA,23,8,P,R,2,22
34860,VIA DELLA MADDALENA,12,1,D,R,1,127
39560,SALITA DELLE MONACHE TURCHINE,12,1,D,N,1,9
55660,VIA GIULIO SALINERO,9,2,P,R,2,4
69570,PIAZZA DON ANDREA GALLO,12,1,P,N,2,6
62870,VIA GIUSEPPE UNGARETTI,2,7,P,N,6,26
10320,VIA DEL CAMOSCIO,17,3,P,R,2,14
90250,MERCATO TOTI PIAZZALE PARENZO,18,4,P,N,0,0
69614,VIA SANT'ERASMO,18,4,P,N,0X,0X
38500,VIA GIORGIO MIGNONE,9,2,P,R,2,30
19220,PIAZZA CORVETTO,12,1,P,R,2,14
57300,VIA SCOGLI,23,8,D,N,19,23
